file,id1,id2,number of masks,areas median,areas sd,eccentricity median,eccentricity sd,solidity median,solidity sd,perimeter median,perimeter sd,major_length median,major_length sd,minor_length median,minor_length sd,roundness median,roundness sd,R_median median,R_median sd,G_median median,G_median sd,B_median median,B_median sd,R_sd median,R_sd sd,G_sd median,G_sd sd,B_sd median,B_sd sd
OneDrive_3_23-03-2023/NGB100932_1_2_SD_seed_1.png,NGB100932,100932,138,9773.0,2027.4716470429662,0.34398599717542133,0.11722636137859183,0.9883270467507499,0.00441991956916731,369.5548698896889,38.544708305286974,114.83169124373849,12.932661711176436,108.65225957567722,11.04904588249053,0.9013394508025807,0.01252330597373627,152.0,15.381695805323645,139.0,12.390287270743313,90.0,12.158449137255557,152.0,15.381695805323645,139.0,12.390287270743313,90.0,12.158449137255557
OneDrive_3_23-03-2023/NGB100806_1_2_SD_seed_1.png,NGB100806,100806,148,10201.5,2097.948883734705,0.5919240993925488,0.11971092576586914,0.9807333189529863,0.03264991403748182,388.91883092036784,37.63365554786314,128.1277114226237,13.51968108884839,101.70689374041304,12.852542609618332,0.8555872541790535,0.057199658150349504,95.0,22.537234834402557,62.0,16.79277678294485,33.0,10.611937680246598,95.0,22.537234834402557,62.0,16.79277678294485,33.0,10.611937680246598
OneDrive_3_23-03-2023/NGB101251_1_2_SD_seed_1.png,NGB101251,101251,106,13370.0,3244.0629788865936,0.4441098905897758,0.12636341862865563,0.9884148708429121,0.05414334522275627,437.78888860545663,48.85819489932502,142.43497069739686,16.13219085506511,123.81626905733403,17.81742278959661,0.8905409467246347,0.08528801091348484,213.0,12.348984533568903,179.0,13.663139510173893,131.0,18.83872504735271,213.0,12.348984533568903,179.0,13.663139510173893,131.0,18.83872504735271
OneDrive_3_23-03-2023/NGB101281_1_2_SD_seed_1.png,NGB101281,101281,151,9278.0,1540.8728219055383,0.4883328750427281,0.12991457516956717,0.9854117647058823,0.030771885598266668,363.1198410471445,29.923497041598257,116.2006204051874,11.254389321135369,102.00379993985288,9.34232049098332,0.8828162506883226,0.05035212700390635,119.0,12.448211211658945,96.0,12.819115506952784,57.0,10.730115973219345,119.0,12.448211211658945,96.0,12.819115506952784,57.0,10.730115973219345
OneDrive_3_23-03-2023/NGB101181_1_2_SD_seed_1.png,NGB101181,101181,6,2321.5,309.4066454073381,0.8305956418128873,0.09307218700746117,0.9760428974153624,0.11266917598705757,191.6812408671319,55.71634281934032,74.49123762927387,20.528583139904597,40.613044247920755,1.982129886082025,0.7914568854879928,0.19552499433843562,105.5,10.96078869830492,96.0,10.31853779477607,84.5,8.137703743822469,105.5,10.96078869830492,96.0,10.31853779477607,84.5,8.137703743822469
OneDrive_3_23-03-2023/NGB100118_1_2_SD_seed_1.png,NGB100118,100118,123,11263.0,1540.9308495641014,0.4836674067613143,0.1017982343584154,0.9869009252521052,0.005342342994614751,400.3746750430835,27.67881403968091,129.01275664226597,9.191671110316834,112.53579236474336,9.193945104855086,0.8857774143094298,0.015734211084535436,165.0,10.535319669538342,159.0,9.534391447057061,107.0,12.534623869833489,165.0,10.535319669538342,159.0,9.534391447057061,107.0,12.534623869833489
OneDrive_3_23-03-2023/NGB101081_1_2_SD_seed_1.png,NGB101081,101081,101,13350.0,2503.8333275252717,0.5096157308743806,0.16662022952575442,0.983093760209082,0.03261046309730677,448.2152954766495,41.14339062162177,143.46162017063094,16.928906425217868,119.59417097046111,13.916423967842213,0.8420246828120073,0.05618931555078578,114.0,14.449876860384196,101.0,19.20262252128422,60.0,14.32006317692894,114.0,14.449876860384196,101.0,19.20262252128422,60.0,14.32006317692894
OneDrive_3_23-03-2023/NGB101165_1_2_SD_seed_1.png,NGB101165,101165,166,8212.0,1838.4200837710712,0.5854064883037968,0.12903601240070892,0.9827162404791019,0.024216162464104733,344.71424945612296,37.367971659781865,113.269410169645,12.445514543647159,92.11785407587844,12.855307695434453,0.863360080176655,0.044804312713802,170.0,13.818393751769323,145.0,11.806140839956067,81.5,17.22204871998434,170.0,13.818393751769323,145.0,11.806140839956067,81.5,17.22204871998434
OneDrive_3_23-03-2023/NGB100096_1_3_SD_seed_1.png,NGB100096,100096,9,16487.0,1560.949576458802,0.5916964051216893,0.15079210935938028,0.9906635939254269,0.0008392739352645127,483.2447327281723,25.367192197745723,162.21845914618598,12.080007460213816,131.47204241748497,4.412716025332888,0.8871912378648296,0.008251377667615049,212.0,4.732342097565968,184.0,4.396968652757639,150.0,6.0553007081949835,212.0,4.732342097565968,184.0,4.396968652757639,150.0,6.0553007081949835
OneDrive_3_23-03-2023/NGB100463_1_2_SD_seed_1.png,NGB100463,100463,129,10618.0,2141.7816171971117,0.5446136359372444,0.11289842536314257,0.9854534804256565,0.012004393211029968,390.73506473629425,39.805944705126024,126.81751128216581,14.480025129814992,106.47175589593934,11.376758748666091,0.8791121197901186,0.028179932593017397,106.0,21.020291460532892,81.0,18.3381502104175,51.0,12.389629311981535,106.0,21.020291460532892,81.0,18.3381502104175,51.0,12.389629311981535
OneDrive_3_23-03-2023/NGB100102_1_8_SSD_seed_1.png,NGB100102,100102,3,11768.0,5518.267985115942,0.5196143090456451,0.19200167054960987,0.9846050870147256,0.05599896671454082,410.5756851698602,165.55068031639317,130.31389382093062,66.64832757517468,115.59824997119226,5.456104744030803,0.8772554422247311,0.1778661504859891,222.0,1.699673171197595,185.0,1.8856180831641267,128.0,3.0912061651652345,222.0,1.699673171197595,185.0,1.8856180831641267,128.0,3.0912061651652345
